iter	Logloss
218	0.2276456861
219	0.2272248746
220	0.2264921152
221	0.2261893289
222	0.225984612
223	0.2258544872
224	0.2253234347
225	0.2251556577
226	0.2250057907
227	0.2249244709
228	0.2247677574
229	0.2245887669
230	0.2244528884
231	0.2242827754
232	0.224118174
233	0.2237541064
234	0.2234326683
235	0.2231851018
236	0.222586092
237	0.2224930558
238	0.2222675757
239	0.2221410516
240	0.2219166951
241	0.2216302411
242	0.2213974032
243	0.2211478569
244	0.2209887787
245	0.2207523576
246	0.2200252483
247	0.2195662829
248	0.2194078192
249	0.2192625084
250	0.2188170589
251	0.218573549
252	0.2183677738
253	0.2177469607
254	0.2175267426
255	0.2172328822
256	0.2171015665
257	0.2168852055
258	0.2163951665
259	0.2163074935
260	0.2160106402
261	0.2157942027
262	0.2153206153
263	0.214948736
264	0.2146885214
265	0.2145393997
266	0.2141837331
267	0.2140515067
268	0.2137957382
269	0.2135560836
270	0.2132361205
271	0.2129558475
272	0.2125790802
273	0.2124511026
274	0.2122261664
275	0.2119826145
276	0.2115721185
277	0.2114331749
278	0.2112646325
279	0.2109229765
280	0.2106800372
281	0.2104299045
282	0.2099550498
283	0.2094939516
284	0.2093361472
285	0.2091673306
286	0.2089889465
287	0.2086892785
288	0.208454773
289	0.207921717
290	0.2076977256
291	0.2075186129
292	0.2074241963
293	0.2072815571
294	0.2070318377
295	0.20679527
296	0.2067137541
297	0.2063988133
298	0.2061363851
299	0.2059304112
300	0.2057258851
301	0.2055482608
302	0.2053285182
303	0.2051805726
304	0.2046109132
305	0.2041340897
306	0.2040282595
307	0.20390783
308	0.2035348113
309	0.203310361
310	0.2029821932
311	0.2027509837
312	0.2025264263
313	0.2022950709
314	0.2021466005
315	0.2018749324
316	0.2016870705
317	0.2015790888
318	0.2014268194
319	0.2013004253
320	0.2011639373
321	0.2008392185
322	0.2006814295
323	0.2004837275
324	0.2002903497
325	0.2001620517
326	0.1999562714
327	0.1997797216
328	0.1995468791
329	0.1993347174
330	0.199170046
331	0.1989932406
332	0.1988719322
333	0.1986976211
334	0.1985309779
335	0.1983665349
336	0.1982591381
337	0.1980648056
338	0.1977740727
339	0.1976000553
340	0.1974387621
341	0.1972558975
342	0.1970518283
343	0.196874468
344	0.1967347874
345	0.1966449167
346	0.1964446037
347	0.1960253574
348	0.195888361
349	0.19573002
350	0.1954928818
351	0.1953739262
352	0.195247523
353	0.1950981104
354	0.1947016258
355	0.1945646386
356	0.1941303475
357	0.1939334562
358	0.193829324
359	0.1936325911
360	0.1934896229
361	0.1927463927
362	0.1924142642
363	0.1922299653
364	0.1918971371
365	0.1917692444
366	0.1911361196
367	0.1909139517
368	0.1907407373
369	0.1906131346
370	0.1904885269
371	0.1903408092
372	0.1901245041
373	0.1899564363
374	0.1898006809
375	0.1896357966
376	0.1894693541
377	0.1891162423
378	0.188951634
379	0.1886074606
380	0.1885012672
381	0.1883559518
382	0.1878709052
383	0.187169511
384	0.1870168171
385	0.18688639
386	0.1867582889
387	0.186595737
388	0.1864847706
389	0.1863755214
390	0.1862519102
391	0.1860614662
392	0.1859297043
393	0.1857557351
394	0.18525882
395	0.1851438926
396	0.1850208354
397	0.1848778214
398	0.1847338509
399	0.1845747848
400	0.1844450973
401	0.1842942667
402	0.1840928945
403	0.1839179078
404	0.1838165199
405	0.1836600756
406	0.1835336574
407	0.1833661965
408	0.1830514859
409	0.1828030638
410	0.1826895641
411	0.1822989531
412	0.182085194
413	0.1818839351
414	0.1817247909
415	0.1816018546
416	0.1814174375
417	0.1813091
418	0.1811658728
419	0.1810119197
420	0.1808300709
421	0.1806966771
422	0.1804413782
423	0.1803318743
424	0.1797844039
425	0.17933456
426	0.179190671
427	0.1790917848
428	0.1790012682
429	0.1789162554
430	0.1787586872
431	0.1786110863
432	0.1785313992
433	0.1784247521
434	0.1783246652
435	0.1782296721
436	0.1780911565
437	0.1780512742
438	0.1779097838
439	0.1777797379
440	0.1775607687
441	0.1773951639
442	0.17726872
443	0.177122414
444	0.1769108825
445	0.1767659332
446	0.1766222887
447	0.1763667253
448	0.1762461611
449	0.1761059986
450	0.1759730919
451	0.1758767588
452	0.1758352756
453	0.1757306899
454	0.175602424
455	0.1755410204
456	0.1753673694
457	0.1751823205
458	0.174925365
459	0.1748127463
460	0.1747046797
461	0.1745743895
462	0.1744925153
463	0.174380816
464	0.1742033756
465	0.1741207628
466	0.1740565479
467	0.1739552032
468	0.173844175
469	0.1737108083
470	0.1736020606
471	0.1734803099
472	0.1733421726
473	0.1732490297
474	0.1731062483
475	0.1730490791
476	0.1729403491
477	0.1727388731
478	0.1726170229
479	0.1724645378
480	0.1724060813
481	0.1722175445
482	0.1720240966
483	0.1717716577
484	0.1713778276
485	0.171218877
486	0.1710357269
487	0.1708876425
488	0.1707840979
489	0.1705492616
490	0.1704659033
491	0.170384687
492	0.1702989434
493	0.1702079119
494	0.1700703723
495	0.1699713536
496	0.1699255726
497	0.1698677972
498	0.1696854295
499	0.1695990158
500	0.1694529991
501	0.1693648356
502	0.1693108907
503	0.1691276183
504	0.1690538756
505	0.1689336847
506	0.1688286117
507	0.1687248458
508	0.1686358075
509	0.1685458613
510	0.1684559287
511	0.1682991878
512	0.1682434069
513	0.168164445
514	0.1680126705
515	0.1677875226
516	0.1676906853
517	0.1676014534
518	0.1674477611
519	0.1673164166
520	0.1671850766
521	0.1671358085
522	0.1669538049
523	0.1668411735
524	0.1667043151
525	0.1666054838
526	0.1665395685
527	0.1663761704
528	0.1662690923
529	0.1661874665
530	0.1661321784
531	0.166045913
532	0.1659658656
533	0.1658175861
534	0.1656917444
535	0.1655726079
536	0.1654724134
537	0.1653885354
538	0.1653162248
539	0.1651971439
540	0.1651062239
541	0.1648869827
542	0.1647612103
543	0.1646671545
544	0.1645455939
545	0.1644172244
546	0.1643667902
547	0.1643194964
548	0.1642554673
549	0.1641679716
550	0.1640743057
551	0.1639992936
552	0.1638360075
553	0.1637793883
554	0.1636981668
555	0.1635912817
556	0.1634618341
557	0.163261137
558	0.1631876029
559	0.1630638366
560	0.1628560818
561	0.1628037034
562	0.1627228391
563	0.1626153109
564	0.1625311481
565	0.1623462149
566	0.1622346888
567	0.1620862115
568	0.1620161849
569	0.1619118727
570	0.1618363369
571	0.1617703629
572	0.161636561
573	0.1614410903
574	0.161328797
575	0.161185909
576	0.1610554509
577	0.1609882195
578	0.1608635653
579	0.160706144
580	0.1605804253
581	0.1604703523
582	0.1603768911
583	0.1602475493
584	0.160174915
585	0.160006912
586	0.1599221916
587	0.1598022467
588	0.1597077046
589	0.1596610545
590	0.15953271
591	0.1593875812
592	0.1593297705
593	0.1592592657
594	0.1590744401
595	0.158978557
596	0.1589336779
597	0.158812655
598	0.1587421939
599	0.1586406797
600	0.1584967342
601	0.1583813827
602	0.1582970536
603	0.1581943002
604	0.1580732161
605	0.1579692093
606	0.1578249675
607	0.1576959333
608	0.1575894969
609	0.1575287666
610	0.1574496951
611	0.1573819906
612	0.1573206197
613	0.1572173649
614	0.1571718461
615	0.1570574946
616	0.1567743621
617	0.1565500302
618	0.1564350871
619	0.1563230399
620	0.1562608247
621	0.156062648
622	0.1559289252
623	0.1558702686
624	0.155775593
625	0.155710689
626	0.1556197791
627	0.1555354129
628	0.155479966
629	0.1553827928
630	0.1552945129
631	0.1551131457
632	0.1550192041
633	0.1548710855
634	0.1547890415
635	0.1546790457
636	0.1545456087
637	0.1544547282
638	0.1544165563
639	0.1543292254
640	0.1542877679
641	0.1541317342
642	0.1540897356
643	0.1540134775
644	0.1539490571
645	0.1538846758
646	0.1538130554
647	0.1536935622
648	0.1536573057
649	0.1535794767
650	0.1534580527
651	0.1533483071
652	0.1532391427
653	0.1531460634
654	0.1530375729
655	0.1529434142
656	0.1528082531
657	0.152551746
658	0.152452521
659	0.1523241942
660	0.1521896647
661	0.1520799034
662	0.1520425919
663	0.1520035557
664	0.1519147946
665	0.1517751734
666	0.1516715867
667	0.1515454899
668	0.1514180119
669	0.1513488331
670	0.1512856081
671	0.1512322181
672	0.151150186
673	0.1510446448
674	0.1509963917
675	0.1509335218
676	0.1508446609
677	0.1507150063
678	0.1506403282
679	0.1504963809
680	0.1504074672
681	0.1503425595
682	0.1502500499
683	0.1501779581
684	0.1501022295
685	0.1500045358
686	0.1498742922
687	0.1498411542
688	0.1497494251
689	0.1497043835
690	0.1495774495
691	0.1494643378
692	0.149382438
693	0.1492542987
694	0.1491964398
695	0.1490957479
696	0.1490013524
697	0.148943275
698	0.1488843368
699	0.1487322693
700	0.1486426733
701	0.1485875859
702	0.1485009386
703	0.1484584874
704	0.1483751466
705	0.1482715743
706	0.1481031159
707	0.147995598
708	0.1479230813
709	0.1478820703
710	0.1477951865
711	0.1476929915
712	0.1475608956
713	0.1475175683
714	0.1474599459
715	0.1473947488
716	0.1473435147
717	0.147222657
718	0.1471564771
719	0.1470131274
720	0.146900612
721	0.1468554363
722	0.1468305091
723	0.1467569366
724	0.1467133369
725	0.1466359567
726	0.1465828753
727	0.146462673
728	0.1464083872
729	0.146324373
730	0.1462445408
731	0.1461395302
732	0.1460645594
733	0.1459698582
734	0.1458750233
735	0.145777099
736	0.1456818936
737	0.1455508456
738	0.1454315812
739	0.1453447307
740	0.1452245835
741	0.1451293348
742	0.1450793363
743	0.1449846512
744	0.1448971313
745	0.1447928501
746	0.1446589581
747	0.1446006566
748	0.1445752238
749	0.1444985839
750	0.1444768715
751	0.1444318114
752	0.144363108
753	0.1441946784
754	0.1440968776
755	0.143986776
756	0.1438493035
757	0.1438089573
758	0.1437757524
759	0.143659014
760	0.1435742249
761	0.1434815189
762	0.1434328936
763	0.1433201014
764	0.1432218917
765	0.1431660418
766	0.143097781
767	0.1430180658
768	0.1429316201
769	0.1428721752
770	0.1428346508
771	0.1427311573
772	0.1426574923
773	0.1425376772
774	0.1425143681
775	0.1424530176
776	0.1423312558
777	0.1422567958
778	0.1421788857
779	0.1421120761
780	0.1420489193
781	0.1419329473
782	0.1418599424
783	0.1417655205
784	0.1416648939
785	0.1416206502
786	0.1415271929
787	0.1414981997
788	0.1414103277
789	0.1413534379
790	0.1412657684
791	0.141192428
792	0.1410858528
793	0.1410098096
794	0.1409203037
795	0.1407900563
796	0.1407208959
797	0.1405994024
798	0.1404415048
799	0.1403349453
800	0.1402706748
801	0.1402152195
802	0.1401671807
803	0.1400794144
804	0.1399748808
805	0.1398905453
806	0.1398318624
807	0.1397557456
808	0.1396752898
809	0.1396112236
810	0.1395800821
811	0.1395456507
812	0.1394483127
813	0.1393997477
814	0.1393316091
815	0.1392601757
816	0.1391492252
817	0.1390656764
818	0.1389723395
819	0.1389158646
820	0.1388037457
821	0.1387053784
822	0.138657628
823	0.1386074066
824	0.1385684105
825	0.1384587491
826	0.1384123797
827	0.1383859931
828	0.1382737447
829	0.1382152409
830	0.1381205538
831	0.1380468663
832	0.1379949629
833	0.137962914
834	0.1378805889
835	0.1378328801
836	0.137774918
837	0.137723706
838	0.137660463
839	0.1375773244
840	0.1375127416
841	0.137459837
842	0.137404928
843	0.1373602126
844	0.1372993212
845	0.1371808148
846	0.1370399768
847	0.1369958443
848	0.1369223326
849	0.1369022709
850	0.1368385729
851	0.1367733915
852	0.1367443896
853	0.1367021183
854	0.1366561316
855	0.1365711051
856	0.1365111979
857	0.136428281
858	0.1364014574
859	0.1363261537
860	0.136233832
861	0.1361420335
862	0.1360414745
863	0.1359937447
864	0.1358975273
865	0.1358784602
866	0.1358210995
867	0.1357660857
868	0.1357117423
869	0.1356615782
870	0.1355443163
871	0.135474569
872	0.1353836768
873	0.1353037177
874	0.1352502426
875	0.1352333091
876	0.1351442575
877	0.1350504464
878	0.1349705881
879	0.1348876933
880	0.1348481308
881	0.134814048
882	0.134761479
883	0.1347016553
884	0.1346562744
885	0.1345864585
886	0.1344665812
887	0.1343974807
888	0.134370678
889	0.134326481
890	0.1342394141
891	0.134150633
892	0.1340849541
893	0.1339528904
894	0.1339138405
895	0.1338453491
896	0.1337508012
897	0.1336892674
898	0.1336238668
899	0.1335636974
900	0.1335143331
901	0.1334508006
902	0.1333647353
903	0.1333164056
904	0.1332290728
905	0.1331990901
906	0.1331579572
907	0.133102411
908	0.1330641159
909	0.1330368846
910	0.1329950091
911	0.132949361
912	0.1328717486
913	0.1328076882
914	0.1327550267
915	0.1326496167
916	0.1326097027
917	0.1325662757
918	0.1325239358
919	0.1324696962
920	0.1324392385
921	0.1324021811
922	0.1323640655
923	0.1323093803
924	0.1322405813
925	0.1321680267
926	0.1320977013
927	0.132018322
928	0.1320041605
929	0.1319471354
930	0.1318361964
931	0.1318143412
932	0.1317591476
933	0.1316455489
934	0.1315811297
935	0.1314949733
936	0.1314003254
937	0.1313178591
938	0.1312584784
939	0.131191093
940	0.1311256267
941	0.1310624224
942	0.1310114739
943	0.1309316843
944	0.13082282
945	0.1307989847
946	0.1307166048
947	0.130694003
948	0.1306250159
949	0.1305201657
950	0.1304440554
951	0.1303955981
952	0.1303140334
953	0.1302719192
954	0.1302177571
955	0.1301157606
956	0.1300104589
957	0.1299572762
958	0.1299000801
959	0.1298551322
960	0.1297504857
961	0.1297056837
962	0.1296688551
963	0.1295973
964	0.1294260093
965	0.1293783344
966	0.1293319384
967	0.1292703655
968	0.1292083881
969	0.1291233466
970	0.1290691148
971	0.1289716396
972	0.1289111843
973	0.1288825723
974	0.1288577317
975	0.1288143432
976	0.1287556609
977	0.1286972543
978	0.1286597742
979	0.128617547
980	0.1285275537
981	0.1285039015
982	0.1284573126
983	0.1282907927
984	0.1281736559
985	0.1281163646
986	0.1280263743
987	0.1279635308
988	0.127898786
989	0.127845759
990	0.1277599857
991	0.127683314
992	0.1276226239
993	0.1275747355
994	0.1274653587
995	0.1274424073
996	0.1274125826
997	0.1273834291
998	0.1273543942
999	0.1272669991
